method,seed,V_over_Vstar,aggregate_error_inf,value_error,gamma_fiber_integer,lambda2_bar,lambda2_nominal,margin_vs_sigma_req,wrench_certified,min_lambda2_geo,min_transfer_margin,min_loewner_eig,max_tube_violation,alpha_certified,alpha_at_lambda2_bar,alpha_fitted,info_norm_ratio,mission_info_norm_max,pose_rmse1,pose_rmse2,peak_wrench_residual,peak_wrench_residual_quiet,mission_completed,wrench_rmse1,wrench_rmse2,max_sync_err,terminal_sync_err,terminal_pose_err,settling_time,control_effort,t_complete1,t_complete2,success,drag_multiplier,t_dist
PROD,11,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.613107432688078e-16,-9.85539534419898e-16,-4.163336342358926e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891218,77434.59775471446,0.004405797286383757,0.02234163888979634,5.154403451627149,0.1964824170052715,False,1.0687608784704093e-08,0.44514339786917695,0.8175123011592583,0.8175123011592583,0.0320630278783908,nan,129.3247898523635,nan,47.7,False,2.559832158440914,23.409690284199506
HARD,11,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37427837224986815,0.03781746223163557,0.02960087893254154,0.0,0.039672219213314874,0.06817126544240526,0.11110907236366517,0.00040791359665259255,0.4706878451563087,0.009107383274571473,0.012392895083883896,1.3484813953850698,0.1964824170052715,True,1.4370472826018098e-08,0.0854204723985209,0.05880873343805837,0.0,0.0217662908852979,2.9903097158004925,129.4317907032258,59.9,59.45,True,2.559832158440914,23.409690284199506
WISE,11,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355540315687487,0.03667790401360327,0.036039400447470046,0.0,0.039672219213314874,0.11605356149303792,0.15913364703634253,1.2820491488089892e-05,0.4201693975858162,0.008992529073911517,0.012280650400018826,1.272520513048951,0.1964824170052715,True,1.4333539736465599e-08,0.08066993145395474,0.060149590005615095,0.0,0.021842527800134345,3.340309715800494,128.55518954159263,60.15,59.9,True,2.559832158440914,23.409690284199506
SCALAR,11,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355540315687487,0.03667790401360327,0.036039400447470046,0.0,0.039672219213314874,0.11605356149303792,0.15913364703634253,1.2820491488089892e-05,0.4201693975858162,0.008992529073911517,0.012280650400018826,1.272520513048951,0.1964824170052715,True,1.4333539736465599e-08,0.08066993145395474,0.060149590005615095,0.0,0.021842527800134345,3.340309715800494,128.55518954159263,60.15,59.9,True,2.559832158440914,23.409690284199506
RANDOM-FIBER,11,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.2172808714323455e-16,-3.421838557061769e-16,-3.3644481712061793e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376274.8660242658,58743.64703007048,0.004406752841823133,0.02247755027639607,5.128171042651646,0.1964824170052715,False,4.643597274549253e-09,0.4408423364556863,0.7520413596347467,0.7520413596347467,0.03206303366757815,nan,130.52224878268174,nan,47.300000000000004,False,2.559832158440914,23.409690284199506
PROD,12,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.50636794187487e-16,-8.748655853385772e-16,-4.623038063478191e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.672889122,67634.89847790831,0.0067052619433587745,0.02146636678305003,3.863997413910865,0.30484905265524365,False,1.7458123673152313e-08,0.33999172222658125,0.8069962525548432,0.8069962525548432,0.03185849143082856,nan,129.0462927467397,nan,47.65,False,2.6736702794513603,21.121375345974574
HARD,12,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37553274102341444,0.039071831005181856,0.032343132385814204,0.0,0.039672219213314874,0.06817126544240526,0.11121399031382619,0.0004050514318522614,0.469267793552327,0.010315468912034463,0.011793445301965976,1.012458515265462,0.30484905265524365,True,1.4324297906875969e-08,0.0705762079087796,0.05871311286111708,0.0,0.021552340290984028,3.0286246540254282,127.50486214091838,59.95,59.65,True,2.6736702794513603,21.121375345974574
WISE,12,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43559924603507405,0.036723118479928596,0.03468401257096237,0.0,0.039672219213314874,0.11605356149303792,0.1592470582695856,1.2844340422658386e-05,0.4129545751586355,0.010224686672925897,0.01172052960362279,0.9662010666744206,0.30484905265524365,True,1.4294827331423716e-08,0.06793674843362577,0.059257975820863173,0.0,0.02164781619464531,3.2786246540254282,126.67498526953125,60.15,60.0,True,2.6736702794513603,21.121375345974574
SCALAR,12,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43559924603507405,0.036723118479928596,0.03468401257096237,0.0,0.039672219213314874,0.11605356149303792,0.1592470582695856,1.2844340422658386e-05,0.4129545751586355,0.010224686672925897,0.01172052960362279,0.9662010666744206,0.30484905265524365,True,1.4294827331423716e-08,0.06793674843362577,0.059257975820863173,0.0,0.02164781619464531,3.2786246540254282,126.67498526953125,60.15,60.0,True,2.6736702794513603,21.121375345974574
RANDOM-FIBER,12,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.0715083443548785e-16,-3.276066029984302e-16,-3.000115844062529e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376294.5433455568,47793.960592402174,0.006707551148390431,0.02175788984392073,4.329803235217872,0.30484905265524365,False,5.661648141113036e-09,0.391310743313582,0.7371519877397219,0.7371519877397219,0.031858494184856874,nan,129.04465140173014,nan,47.5,False,2.6736702794513603,21.121375345974574
PROD,13,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.46164597441925e-16,-9.70393388593015e-16,-4.70943542409813e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891219,40251.917205883845,0.007505158561978684,0.019087836003841677,1.940798585447994,1.7476585816104397e-07,False,2.0308127087272488e-08,0.16516435119169912,0.7563890023078159,0.7563890023078159,0.03013137710307581,nan,112.66942141749304,nan,46.6,False,2.6657251388236736,20.875374270105684
HARD,13,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.375670664427841,0.03920975440960839,0.032523802716686354,0.0,0.039672219213314874,0.06817126544240526,0.10978077689581375,0.000411270635523852,0.3182919121094521,0.011428916528170392,0.009214356789357826,0.270747794747853,7.111295772850182e-08,True,1.5433118063162593e-08,0.036656116564719725,0.04311035989152445,0.0,0.02132518327120724,0.004625729894321751,118.45218963345738,58.75,58.45,True,2.6657251388236736,20.875374270105684
WISE,13,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43557808788554897,0.036701960330403516,0.036038042802614544,0.0,0.039672219213314874,0.11605356149303792,0.15727876492913012,1.330587574407578e-05,0.28254067692964324,0.011382085703985115,0.009170198135684784,0.2960887922107052,7.111258774675733e-08,True,1.541671420800876e-08,0.03680595506150203,0.04264699309192532,0.0,0.021301970936803458,0.004625729894321751,118.03471764410318,58.85,58.7,True,2.6657251388236736,20.875374270105684
SCALAR,13,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43557808788554897,0.036701960330403516,0.036038042802614544,0.0,0.039672219213314874,0.11605356149303792,0.15727876492913012,1.330587574407578e-05,0.28254067692964324,0.011382085703985115,0.009170198135684784,0.2960887922107052,7.111258774675733e-08,True,1.541671420800876e-08,0.03680595506150203,0.04264699309192532,0.0,0.021301970936803458,0.004625729894321751,118.03471764410318,58.85,58.7,True,2.6657251388236736,20.875374270105684
RANDOM-FIBER,13,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.4259566533316167e-16,-3.6305143389610403e-16,-3.8650366408137236e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651574,376284.4134234116,17849.03474806193,0.007508138513780061,0.018970990848418898,1.5728448631457297,8.276821323110505e-08,False,7.59067907999363e-09,0.1373370521218728,0.6447868324015527,0.6447868324015527,0.030131377962554263,nan,114.02441187597182,nan,46.7,False,2.6657251388236736,20.875374270105684
PROD,14,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.033026667407248e-16,-9.27531457891815e-16,-4.128641872824801e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891217,50692.42356461295,0.0076536957032059,0.020037368923714025,2.801804108149732,2.7982351909596955e-07,False,2.571687546597449e-08,0.2352195476575043,0.7847892893611781,0.7847892893611781,0.029937909170802406,nan,109.03486174394722,nan,46.75,False,2.4928377588563713,22.471572058794564
HARD,14,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37567432777486165,0.039213417756629065,0.03253844629340522,0.0,0.039672219213314874,0.06817126544240526,0.10989597570749106,0.00041056559429387057,0.24997540051022918,0.011651000942658281,0.01087199523831888,0.23782032567804975,6.422328249636989e-08,True,1.6304753925134385e-08,0.03023824713503388,0.033405826182535736,0.0,0.02181475888346367,0.008427941205439993,119.29873364507424,58.800000000000004,58.550000000000004,True,2.4928377588563713,22.471572058794564
WISE,14,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355302468677408,0.036654119312595324,0.035982188556369386,0.0,0.039672219213314874,0.11605356149303792,0.15732123825868274,1.3396359477064603e-05,0.22301261912639905,0.011610881874724225,0.010829107671473954,0.23863073956307115,6.422333060248876e-08,True,1.628934415442648e-08,0.029995498991826228,0.033423696395189884,0.0,0.021799987741758352,0.008427941205439993,118.98922620846517,58.9,58.75,True,2.4928377588563713,22.471572058794564
SCALAR,14,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355302468677408,0.036654119312595324,0.035982188556369386,0.0,0.039672219213314874,0.11605356149303792,0.15732123825868274,1.3396359477064603e-05,0.22301261912639905,0.011610881874724225,0.010829107671473954,0.23863073956307115,6.422333060248876e-08,True,1.628934415442648e-08,0.029995498991826228,0.033423696395189884,0.0,0.021799987741758352,0.008427941205439993,118.98922620846517,58.9,58.75,True,2.4928377588563713,22.471572058794564
RANDOM-FIBER,14,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.427900470161318e-16,-3.6324581557907415e-16,-3.683051367713314e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651574,376281.07114395313,28806.546734144405,0.007657360606568956,0.02001822623533406,2.7290912130553524,7.617895163248231e-08,False,7.2600926588535704e-09,0.227633836142038,0.6938132110862255,0.6938132110862255,0.029937908964531086,nan,109.10654354057233,nan,46.75,False,2.4928377588563713,22.471572058794564
PROD,15,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.750160533817314e-16,-9.992448445328215e-16,-4.794884107817143e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891215,44075.02187298801,0.008077884941180955,0.02026968493708251,4.323222565840266,7.889076224784888e-08,False,1.2927019425587195e-08,0.3931757777251779,0.7681694110835889,0.7681694110835889,0.03086706208447668,nan,114.66361724842638,nan,47.95,False,2.692889947779799,23.89775733926344
HARD,15,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37563290398138877,0.03917199396315618,0.032448912972611654,0.0,0.039672219213314874,0.06817126544240526,0.11078228008291756,0.0003990230803130017,0.4491061463797923,0.01119838945225838,0.010150586292498995,0.8937724710898756,5.6997543760197434e-08,True,1.3647156637261476e-08,0.061554646905240984,0.057818401500243866,0.0,0.02069451932112018,2.902242660736569,116.59587144293961,59.6,59.1,True,2.692889947779799,23.89775733926344
WISE,15,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43570325761450424,0.03682713005935878,0.036186633759862884,0.0,0.039672219213314874,0.11605356149303792,0.15853716302998908,1.2815370372290202e-05,0.3949693211991739,0.011146403537984514,0.010061068690503367,0.9044975115445055,5.551515627211651e-08,True,1.3629981426270723e-08,0.061588388625000955,0.05744075138487381,0.0,0.02074621955300715,3.002242660736563,115.98239223015163,59.75,59.5,True,2.692889947779799,23.89775733926344
SCALAR,15,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43570325761450424,0.03682713005935878,0.036186633759862884,0.0,0.039672219213314874,0.11605356149303792,0.15853716302998908,1.2815370372290202e-05,0.3949693211991739,0.011146403537984514,0.010061068690503367,0.9044975115445055,5.551515627211651e-08,True,1.3629981426270723e-08,0.061588388625000955,0.05744075138487381,0.0,0.02074621955300715,3.002242660736563,115.98239223015163,59.75,59.5,True,2.692889947779799,23.89775733926344
RANDOM-FIBER,15,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.720560652139275e-16,-3.9251183377686984e-16,-3.65693583712959e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376268.87317825615,22214.43662587821,0.00808009197119271,0.019942707894282926,3.847619870776385,7.982234303617373e-08,False,6.4105654320828915e-09,0.338284300363777,0.6632478840293673,0.6632478840293673,0.0308670592588064,nan,115.3853486307673,nan,48.1,False,2.692889947779799,23.89775733926344
PROD,16,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.575779895320333e-16,-9.818067806831234e-16,-4.027268969697406e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891215,55118.83752889229,0.008593431378067397,0.020945620385941447,3.478836711316709,0.23399027806060835,False,1.6260668984876653e-08,0.2990674671819833,0.7994048219826944,0.7994048219826944,0.029926202168962773,nan,108.16647458393382,nan,46.75,False,2.380662021646284,23.585372977204596
HARD,16,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37568539459188854,0.03922448457365596,0.03253710099937436,0.0,0.039672219213314874,0.06817126544240526,0.11007615879477102,0.00041347392207862025,0.20756840341585958,0.012071828450544818,0.012210451553107009,0.23399027806060835,0.23399027806060835,True,1.545681266142263e-08,0.028534465456646778,0.027227214673224753,0.0,0.021122130205463746,0.0046270227954039456,116.73420755427993,58.9,58.65,True,2.380662021646284,23.585372977204596
WISE,16,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4336076641174613,0.03473153656231587,0.03210723714507567,0.0,0.039672219213314874,0.11605356149303792,0.15749147979510394,1.3525106739582058e-05,0.1861338766011736,0.012038329103416848,0.012169607823347294,0.23399027806060835,0.23399027806060835,True,1.5442082019565707e-08,0.02813667207037625,0.027568659652146943,0.0,0.02111237437414511,0.0046270227954039456,116.47691124409643,59.0,58.85,True,2.380662021646284,23.585372977204596
SCALAR,16,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4336076641174613,0.03473153656231587,0.03210723714507567,0.0,0.039672219213314874,0.11605356149303792,0.15749147979510394,1.3525106739582058e-05,0.1861338766011736,0.012038329103416848,0.012169607823347294,0.23399027806060835,0.23399027806060835,True,1.5442082019565707e-08,0.02813667207037625,0.027568659652146943,0.0,0.02111237437414511,0.0046270227954039456,116.47691124409643,59.0,58.85,True,2.380662021646284,23.585372977204596
RANDOM-FIBER,16,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.325422285280455e-16,-3.529979970909879e-16,-3.6635858251124355e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651574,376290.69471807766,33356.39552667458,0.008596281864332717,0.02102093008523067,3.5978249362876444,0.23399027806060835,False,6.4994318893372295e-09,0.3097734051143445,0.7126654403353173,0.7126654403353173,0.0299262012599427,nan,108.58057170200384,nan,46.65,False,2.380662021646284,23.585372977204596
PROD,17,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.00812432229338e-16,-8.250412233804282e-16,-4.114276194039368e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891218,63171.00014508032,0.008107857957037508,0.02090195767942085,3.1852866765897425,8.543667118557829e-07,False,1.1213981299166847e-08,0.26928918212960185,0.8058176486334294,0.8058176486334294,0.0307950722849079,nan,121.33073677602867,nan,47.300000000000004,False,2.8743655234729575,20.56347234653629
HARD,17,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3756307023510238,0.03916979233279122,0.03246416187257337,0.0,0.039672219213314874,0.06817126544240526,0.11127286349037285,0.0004071376554680404,0.44076353762260007,0.011312920793725792,0.011718836005408666,0.7953614934973342,8.543667118557829e-07,True,1.455377738480706e-08,0.05789265884411402,0.056114741558093095,0.0,0.020691795444728725,2.6865276534637132,122.26365028947203,59.95,59.7,True,2.8743655234729575,20.56347234653629
WISE,17,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43469928740929104,0.03582315985414558,0.03377040938135614,0.0,0.039672219213314874,0.11605356149303792,0.15925907745047146,1.2991025799606525e-05,0.3884982824608163,0.01123546629624816,0.011664521534144953,0.7672007005099694,8.543667118557829e-07,True,1.452605103989708e-08,0.05630072152275038,0.05640866664689104,0.0,0.020671152695867317,2.836527653463712,121.58498965942466,60.15,60.0,True,2.8743655234729575,20.56347234653629
SCALAR,17,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43469928740929104,0.03582315985414558,0.03377040938135614,0.0,0.039672219213314874,0.11605356149303792,0.15925907745047146,1.2991025799606525e-05,0.3884982824608163,0.01123546629624816,0.011664521534144953,0.7672007005099694,8.543667118557829e-07,True,1.452605103989708e-08,0.05630072152275038,0.05640866664689104,0.0,0.020671152695867317,2.836527653463712,121.58498965942466,60.15,60.0,True,2.8743655234729575,20.56347234653629
RANDOM-FIBER,17,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.275635774103007e-16,-3.4801934597324304e-16,-2.932163023589445e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376299.3091185729,42741.011585304645,0.00810985457921759,0.02101995765069175,3.4359336498283266,8.543667118557829e-07,False,5.818278077423912e-09,0.29394359776792284,0.7330475780970769,0.7330475780970769,0.030795071978097187,nan,121.42094026734915,nan,47.25,False,2.8743655234729575,20.56347234653629
PROD,18,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-5.914824888088651e-16,-8.157112799599553e-16,-3.8069048781397274e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.672889122,40479.76465664631,0.007780313973247885,0.020159252292819476,2.693336355447381,1.2515110636162597e-07,False,1.8762005396814357e-08,0.2247935745874907,0.7595134131755603,0.7595134131755603,0.03129249538656988,nan,118.87551870368954,nan,47.15,False,2.375125832908636,22.624998013044113
HARD,18,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3755382504588005,0.03907734044056793,0.032382448309056504,0.0,0.039672219213314874,0.06817126544240526,0.1099578151799587,0.00040650628794223494,0.3231475297085933,0.01177891529640963,0.01041115048466034,0.3790313085581792,5.648242778787281e-08,True,1.6505063202072152e-08,0.03777267846153606,0.04303265564855252,0.0,0.022114046582901038,0.0050019869558894925,127.10860739236001,58.9,58.550000000000004,True,2.375125832908636,22.624998013044113
WISE,18,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43544596209038267,0.03656983453523721,0.03590925622179519,0.0,0.039672219213314874,0.11605356149303792,0.1574457878555367,1.3277088748804414e-05,0.28524715975693443,0.011736613636050455,0.010355604219998649,0.4032674748486339,5.537689199989598e-08,True,1.6490856365450346e-08,0.037922888054814925,0.042505119558792936,0.0,0.02209530917403684,0.0050019869558894925,126.64484932814165,59.0,58.800000000000004,True,2.375125832908636,22.624998013044113
SCALAR,18,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43544596209038267,0.03656983453523721,0.03590925622179519,0.0,0.039672219213314874,0.11605356149303792,0.1574457878555367,1.3277088748804414e-05,0.28524715975693443,0.011736613636050455,0.010355604219998649,0.4032674748486339,5.537689199989598e-08,True,1.6490856365450346e-08,0.037922888054814925,0.042505119558792936,0.0,0.02209530917403684,0.0050019869558894925,126.64484932814165,59.0,58.800000000000004,True,2.375125832908636,22.624998013044113
RANDOM-FIBER,18,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.472819496070531e-16,-3.6773771816999545e-16,-4.0905579128046103e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376295.4507646472,18207.337236314346,0.007783833734479747,0.019954487165270478,2.2000110194740934,8.567714477754021e-08,False,8.142412898386905e-09,0.181557629695667,0.6467260381079394,0.6467260381079394,0.03129249564441034,nan,120.3397080416245,nan,47.35,False,2.375125832908636,22.624998013044113
PROD,19,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-8.199976775598082e-16,-1.0442264687108984e-15,-4.038653092508504e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891222,37614.618839743416,0.007208051987077363,0.01970176194580118,2.2092910631768428,0.05462384564715836,False,1.644961151889695e-08,0.18317385599272912,0.7460359236049836,0.7460359236049836,0.03167295446704218,nan,128.48058731778391,nan,47.15,False,2.7500190116393686,20.199652995379367
HARD,19,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.375535713737636,0.03907480371940342,0.03191810555840151,0.0,0.039672219213314874,0.06817126544240526,0.11028829248270405,0.0004077557749012507,0.4536331792435816,0.011016136617756649,0.009404650652923936,0.6271662412335063,6.215040955332104e-08,True,1.4933023404400875e-08,0.05392562525697008,0.060518334968502174,0.0,0.0213882575634378,3.4503470046206317,128.06532255688865,59.2,58.9,True,2.7500190116393686,20.199652995379367
WISE,19,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43554645490276567,0.03667032734762021,0.036025310608522716,0.0,0.039672219213314874,0.11605356149303792,0.1580758816487631,1.3047421192142982e-05,0.4015335874028502,0.010944137377024574,0.009343108565194292,0.6662412551430017,6.173683143021261e-08,True,1.4909114186397943e-08,0.05484185627532128,0.059856580060937914,0.0,0.021468552906729766,3.500347004620636,127.27373819657163,59.4,59.2,True,2.7500190116393686,20.199652995379367
SCALAR,19,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43554645490276567,0.03667032734762021,0.036025310608522716,0.0,0.039672219213314874,0.11605356149303792,0.1580758816487631,1.3047421192142982e-05,0.4015335874028502,0.010944137377024574,0.009343108565194292,0.6662412551430017,6.173683143021261e-08,True,1.4909114186397943e-08,0.05484185627532128,0.059856580060937914,0.0,0.021468552906729766,3.500347004620636,127.27373819657163,59.4,59.2,True,2.7500190116393686,20.199652995379367
RANDOM-FIBER,19,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.649853238954871e-16,-3.8544109245842945e-16,-3.4618595922394684e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376265.07976966863,15039.819140825832,0.007212588720125055,0.0195366010466267,1.7431395246859396,0.05805810827956883,False,7.750860434976835e-09,0.14306950636981083,0.6267294457884922,0.6267294457884922,0.031672954559957285,nan,130.2082325042889,nan,47.300000000000004,False,2.7500190116393686,20.199652995379367
PROD,20,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.50894789262218e-16,-8.751235804133081e-16,-5.134781488891349e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891217,61499.14871836621,0.0061057205571085375,0.019927773916457277,2.8370698418553295,0.24112455795583013,False,1.1231761973246927e-08,0.23423665004862695,0.7977168226015864,0.7977168226015864,0.02945261364008447,nan,102.87623108496982,nan,46.15,False,2.4305957775055553,22.209309983750025
HARD,20,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3757379397933316,0.039277029775099004,0.03259299553048475,0.0,0.039672219213314874,0.06817126544240526,0.1093138487274581,0.0004181201897338058,0.17451083321638533,0.010553845730325254,0.01083562305707227,0.24112456802884438,0.24112456802884438,True,1.475166360102061e-08,0.026295183016283846,0.02293765230674183,0.0,0.020796966607376722,0.0006900162499761109,111.49967414735825,58.25,58.1,True,2.4305957775055553,22.209309983750025
WISE,20,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43565890930482576,0.036782781749680304,0.03611802156216948,0.0,0.039672219213314874,0.11605356149303792,0.1566067936777602,1.3489568422803622e-05,0.15781395729001696,0.010515448797556113,0.0107982153640614,0.2411245696688199,0.2411245696688199,True,1.473598670167468e-08,0.02574503612548089,0.02357593273144265,0.0,0.02078650929573556,0.0006900162499761109,111.28117219323119,58.35,58.25,True,2.4305957775055553,22.209309983750025
SCALAR,20,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43565890930482576,0.036782781749680304,0.03611802156216948,0.0,0.039672219213314874,0.11605356149303792,0.1566067936777602,1.3489568422803622e-05,0.15781395729001696,0.010515448797556113,0.0107982153640614,0.2411245696688199,0.2411245696688199,True,1.473598670167468e-08,0.02574503612548089,0.02357593273144265,0.0,0.02078650929573556,0.0006900162499761109,111.28117219323119,58.35,58.25,True,2.4305957775055553,22.209309983750025
RANDOM-FIBER,20,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.475684745972994e-16,-3.6802424316024176e-16,-3.0152527256711e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376268.5865420028,40639.78369927577,0.006107030977153783,0.02008255146006396,3.1622226254337527,0.24112455795583013,False,5.41914553399997e-09,0.2633754761091499,0.7206664415742163,0.7206664415742163,0.02945261247841687,nan,103.730942609207,nan,45.95,False,2.4305957775055553,22.209309983750025
PROD,21,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.847241798786753e-16,-1.0089529710297654e-15,-3.885780586468914e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891219,61084.21314195599,0.00606992460956302,0.021455866677312172,4.383216482391288,0.25006798843548644,False,1.7039413955676927e-08,0.39857296764178624,0.7980118848476838,0.7980118848476838,0.03203217239723868,nan,125.61390185863476,nan,47.45,False,2.3506838531261884,23.223281307906692
